chronname,city,state,level,control,basic,hbcu,flagship,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,med_sat_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar
Universal Technical Institute,Avondale,Arizona,2-year,Private for-profit,Associates--Private For-profit,no,no,2337,38.3,36.8,32.8,25952,21312,24795,100.0,3860,1059.8893044128647,3808.0,32544.04606112785,25.1,65.0,48.1,70.7,100.0,12,517,57.67591933570581,1467.0,20.0
Western International University,Tempe,Arizona,4-year,Private for-profit,Masters Colleges and Universities--medium programs,no,no,1497,30.0,32.8,24.6,40401,25661,38763,100.0,985,1059.8893044128647,5123.0,32544.04606112785,12.6,18.0,38.6,17.9,1.8,23,169,32.3,206.0,20.0
Yavapai College,Prescott,Arizona,2-year,Public,Associates--Public Rural-serving Large,no,no,8197,19.0,20.4,16.5,35443,25969,37780,27.1,4258,1059.8893044128647,5727.0,2040.0,11.8,16.7,31.4,62.6,52.6,20,128,22.3,450.0,20.0
University of Arkansas at Little Rock,Little Rock,Arkansas,4-year,Public,Doctoral/Research Universities,no,no,9970,18.9,19.6,21.5,53575,47347,66436,55.7,7814,1077.0,6619.0,7674.0,7.0,21.4,40.3,69.7,60.9,10,79,41.0,812.0,20.0
Arkansas Baptist College,Little Rock,Arkansas,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,yes,no,1027,10.4,19.4,22.5,85798,82509,101725,84.4,877,1059.8893044128647,9942.0,32544.04606112785,4.5,8.6,71.1,39.5,63.6,12,124,100.0,359.0,20.0
Lyon College,Batesville,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,592,18.6,19.4,22.5,127686,82509,101725,94.9,559,1142.0,16486.0,79323.0,43.4,49.7,46.2,69.8,70.7,12,252,68.9,143.0,20.0
University of Arkansas at Fayetteville,Fayetteville,Arkansas,4-year,Public,Research Universities--very high research activity,no,yes,21009,17.4,19.6,21.5,67345,47347,66436,88.4,19445,1156.0,7137.0,36209.0,36.7,60.1,24.3,82.1,86.2,10,106,69.1,2877.0,20.0
University of Arkansas at Pine Bluff,Pine Bluff,Arkansas,4-year,Public,Baccalaureate Colleges--Diverse Fields,yes,no,2521,14.5,19.6,21.5,84603,47347,66436,91.2,2494,842.0,7549.0,681.0,5.6,25.8,69.9,56.2,81.1,10,343,81.2,786.0,20.0
Arkansas State University at Beebe,Beebe,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,4380,26.6,23.6,16.5,18363,25729,37780,50.7,3387,1059.8893044128647,4123.0,43.0,24.0,35.0,31.6,54.9,49.2,22,47,61.5,808.0,20.0
Arkansas State University,Jonesboro,Arkansas,4-year,Public,Masters Colleges and Universities--larger programs,no,no,10098,23.6,19.6,21.5,27456,47347,66436,75.7,9242,1088.0,7744.0,3440.0,18.7,35.7,46.2,73.1,73.9,10,386,65.1,1655.0,20.0
Arkansas Tech University,Russellville,Arkansas,4-year,Public,Masters Colleges and Universities--larger programs,no,no,10482,21.0,19.6,21.5,27356,47347,66436,67.4,8398,1008.0,6455.0,2252.0,20.6,40.7,45.6,69.4,61.6,10,386,70.7,1348.0,20.0
University of Arkansas at Monticello,Monticello,Arkansas,4-year,Public,Masters Colleges and Universities--smaller programs,no,no,3706,21.0,19.6,21.5,39837,47347,66436,66.8,3031,1059.8893044128647,6197.0,824.0,10.3,22.0,64.7,42.4,72.7,10,106,69.2,504.0,20.0
Black River Technical College,Pocahontas,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,no,no,2248,21.2,23.6,16.5,16384,25729,37780,62.8,1906,1059.8893044128647,4429.0,32544.04606112785,8.4,14.4,64.1,59.1,51.7,22,289,61.0,451.0,20.0
University of Central Arkansas,Conway,Arkansas,4-year,Public,Masters Colleges and Universities--larger programs,no,no,9754,23.8,19.6,21.5,50994,47347,66436,84.9,8908,1070.0,7764.0,2317.0,20.5,41.5,39.4,69.8,73.7,10,386,72.9,1763.0,20.0
Central Baptist College,Conway,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,827,16.1,19.4,22.5,53668,82509,101725,78.6,742,974.0,7195.0,3390.0,18.9,37.8,45.3,67.3,40.3,12,343,54.4,37.0,20.0
Cossatot Community College of the University of Arkansas,De Queen,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,1597,20.4,23.6,16.5,33398,25729,37780,40.8,1011,1059.8893044128647,4695.0,76.0,17.8,22.2,38.2,59.0,45.2,22,47,30.2,180.0,20.0
Crowley's Ridge College,Paragould,Arkansas,4-year,Private not-for-profit,Associates--Private Not-for-profit 4-year Primarily Associates,no,no,200,15.3,19.4,22.5,68262,82509,101725,71.5,147,1059.8893044128647,7711.0,8865.0,28.36446495529276,42.40758580905681,44.3,66.1,45.8,12,7,86.6,658.3060282665128,20.0
East Arkansas Community College,Forrest City,Arkansas,2-year,Public,Associates--Public Rural-serving Small,no,no,1386,33.1,23.6,16.5,29680,25729,37780,44.0,919,1059.8893044128647,3845.0,304.0,7.7,12.0,41.6,45.2,32.0,22,111,48.9,234.0,20.0
National Park Community College,Hot Springs,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,no,no,3246,22.9,23.6,16.5,38594,25729,37780,47.0,2237,1059.8893044128647,3905.0,385.0,11.4,19.7,60.3,48.7,48.6,22,289,50.4,456.0,20.0
University of Arkansas Community College at Batesville,Batesville,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,1353,26.1,23.6,16.5,21678,25729,37780,57.9,1051,1059.8893044128647,5976.0,32544.04606112785,10.3,25.8,63.3,47.7,43.8,22,47,57.4,271.0,20.0
Harding University,Searcy,Arkansas,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,4428,19.8,19.4,22.5,70304,82509,101725,92.7,4300,1139.0,9188.0,18798.0,40.4,62.2,26.3,82.3,69.6,12,386,80.7,960.0,20.0
Henderson State University,Arkadelphia,Arkansas,4-year,Public,Masters Colleges and Universities--medium programs,no,no,3199,14.9,19.6,21.5,48972,47347,66436,90.0,3197,1011.0,7599.0,4174.0,13.6,28.6,53.0,57.2,67.8,10,169,73.4,784.0,20.0
Hendrix College,Conway,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,1431,20.8,19.4,22.5,125977,82509,101725,99.4,1438,1267.0,26484.0,118930.0,63.3,69.6,17.9,87.8,66.7,12,252,96.1,365.0,20.0
John Brown University,Siloam Springs,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,2080,27.7,19.4,22.5,56822,82509,101725,75.5,1752,1144.0,13360.0,38304.0,55.4,65.4,31.8,82.4,37.4,12,343,82.2,361.0,20.0
Mid-South Community College,West Memphis,Arkansas,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,1793,11.2,23.6,16.5,68945,25729,37780,39.2,1217,1059.8893044128647,4194.0,1763.0,2.5,8.1,58.2,40.0,33.1,22,106,30.4,284.0,20.0
Arkansas Northeastern College,Blytheville,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,no,no,1425,23.6,23.6,16.5,38626,25729,37780,43.4,1149,1059.8893044128647,4417.0,3180.0,20.4,20.4,50.2,56.7,75.6,22,289,30.8,333.0,20.0
North Arkansas College,Harrison,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,no,no,2167,26.5,23.6,16.5,25675,25729,37780,49.8,1744,1059.8893044128647,6544.0,2148.0,12.1,23.8,61.5,50.8,46.4,22,289,62.1,471.0,20.0
Ouachita Baptist University,Arkadelphia,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,1543,18.9,19.4,22.5,97070,82509,101725,97.7,1536,1090.0,15553.0,54781.0,48.1,60.2,27.0,76.3,71.4,12,252,86.5,372.0,20.0
Ouachita Technical College,Malvern,Arkansas,2-year,Public,Associates--Public Rural-serving Small,no,no,1501,33.4,23.6,16.5,13646,25729,37780,38.9,923,1059.8893044128647,3546.0,32544.04606112785,9.3,23.3,37.0,48.7,34.6,22,111,55.6,172.0,20.0
Ozarka College,Melbourne,Arkansas,2-year,Public,Associates--Public Rural-serving Small,no,no,1489,23.2,23.6,16.5,15691,25729,37780,58.6,1251,1059.8893044128647,6773.0,1182.0,13.1,22.0,70.9,53.8,42.4,22,111,36.3,305.0,20.0
University of the Ozarks,Clarksville,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,585,14.9,19.4,22.5,234957,82509,101725,97.6,598,1057.0,19284.0,154110.0,34.3,48.3,39.1,69.4,78.3,12,343,73.6,178.0,20.0
University of Arkansas Community College at Morrilton,Morrilton,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,2149,31.6,23.6,16.5,15557,25729,37780,59.1,1705,930.0,3444.0,19.0,14.3,27.6,67.2,54.7,63.4,22,47,53.9,537.0,20.0
Philander Smith College,Little Rock,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,yes,no,556,17.4,19.4,22.5,108670,82509,101725,94.1,624,1059.8893044128647,9696.0,15423.0,20.2,45.0,72.8,54.3,56.5,12,343,68.2,129.0,20.0
Phillips Community College of the University of Arkansas,Helena,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,2029,19.7,23.6,16.5,52513,25729,37780,37.3,1151,1059.8893044128647,3898.0,32544.04606112785,14.2,24.5,39.6,55.7,67.3,22,47,57.6,204.0,20.0
Southeast Arkansas College,Pine Bluff,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,no,no,1601,27.6,23.6,16.5,21823,25729,37780,53.1,1251,1059.8893044128647,4359.0,435.0,12.5,12.5,58.6,45.2,39.1,22,289,53.1,313.0,20.0
Pulaski Technical College,North Little Rock,Arkansas,2-year,Public,Associates--Public Urban-serving Single Campus,no,no,10527,25.0,23.6,16.5,25032,25729,37780,48.1,8396,1059.8893044128647,3588.0,160.0,4.9,12.6,57.4,51.5,34.1,22,31,47.6,996.0,20.0
University of Arkansas Community College at Hope,Hope,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,1460,32.5,23.6,16.5,22178,25729,37780,50.1,1054,1059.8893044128647,4169.0,2041.0,13.1,23.3,61.9,52.9,44.0,22,47,40.8,236.0,20.0
Rich Mountain Community College,Mena,Arkansas,2-year,Public,Associates--Public Rural-serving Small,no,no,957,23.8,23.6,16.5,21118,25729,37780,42.9,636,1059.8893044128647,4811.0,32544.04606112785,11.1,22.2,38.9,60.1,30.4,22,111,34.5,144.0,20.0
Williams Baptist College,Walnut Ridge,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,574,19.3,19.4,22.5,52842,82509,101725,84.7,516,1001.0,10699.0,20167.0,24.2,39.4,52.7,58.8,58.0,12,343,45.1,132.0,20.0
South Arkansas Community College,El Dorado,Arkansas,2-year,Public,Associates--Public Rural-serving Small,no,no,1632,27.0,23.6,16.5,18079,25729,37780,43.9,1310,1059.8893044128647,3976.0,1019.0,5.2,10.4,51.0,50.6,49.5,22,111,46.0,173.0,20.0
Southern Arkansas University,Magnolia,Arkansas,4-year,Public,Masters Colleges and Universities--medium programs,no,no,2960,18.8,19.6,21.5,45186,47347,66436,84.4,2681,989.0,8377.0,1061.0,13.5,30.4,51.5,64.3,65.6,10,169,68.5,481.0,20.0
Southern Arkansas University Tech,Camden,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,1730,30.5,23.6,16.5,19557,25729,37780,37.7,1316,1059.8893044128647,4568.0,642.0,17.4,41.6,32.2,57.4,52.2,22,47,48.7,190.0,20.0
University of Arkansas at Fort Smith,Fort Smith,Arkansas,4-year,Public,Baccalaureate/Associates Colleges,no,no,7170,17.1,19.6,21.5,49785,47347,66436,71.4,6103,1028.0,6161.0,11489.0,9.3,24.1,50.5,62.2,54.3,10,124,73.5,572.0,20.0
Academy of Art University,San Francisco,California,4-year,Private for-profit,Schools of art- music- and design,no,no,10508,14.0,23.2,24.6,72846,53245,38763,54.5,8062,1059.8893044128647,6474.0,32544.04606112785,5.3,32.7,42.4,71.0,18.9,64,114,52.8,700.0,20.0
ITT Technical Institute at Rancho Cordova,Rancho Cordova,California,4-year,Private for-profit,Other technology-related schools,no,no,510,36.9,23.2,24.6,27102,53245,38763,75.9,574,1059.8893044128647,4314.0,32544.04606112785,0.0,0.0,66.2,66.23185289957567,18.2,64,54,80.8,5.0,20.0
College of Alameda,Alameda,California,2-year,Public,Associates--Public Urban-serving Multicampus,no,no,5799,7.7,12.8,16.5,53507,44144,37780,12.3,3071,1059.8893044128647,2067.0,32544.04606112785,9.4,26.7,22.0,62.2,36.2,113,125,8.3,202.0,20.0
Allan Hancock College,Santa Maria,California,2-year,Public,Associates--Public Rural-serving Large,no,no,10885,20.9,12.8,16.5,31050,44144,37780,31.2,6639,1059.8893044128647,2459.0,2463.0,8.6,26.9,24.2,72.0,26.1,113,128,27.9,923.0,20.0
"American Academy of Dramatic Arts, Los Angeles Campus",Los Angeles,California,2-year,Private not-for-profit,Associates--Private Not-for-profit,no,no,258,32.4,34.1,25.9,56750,31169,34510,100.0,276,1059.8893044128647,7167.0,6196.0,60.4,60.4,41.6,63.3,18.6,4,73,100.0,91.0,20.0
American Career College,Los Angeles,California,2-year,Private for-profit,Associates--Private For-profit,no,no,1770,16.1,39.3,32.8,57337,23430,24795,100.0,1320,1059.8893044128647,4129.0,32544.04606112785,14.3,61.2,70.6,64.1,40.4,63,517,57.67591933570581,1842.0,20.0
American River College,Sacramento,California,2-year,Public,Associates--Public Urban-serving Multicampus,no,no,29701,13.8,12.8,16.5,17050,44144,37780,25.5,20452,1059.8893044128647,2396.0,32544.04606112785,7.7,26.7,28.6,68.3,38.9,113,125,15.3,1389.0,20.0
Antelope Valley College,Lancaster,California,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,14262,14.2,12.8,16.5,43550,44144,37780,31.6,9206,1059.8893044128647,3350.0,279.0,5.5,28.6,51.1,74.3,31.6,113,106,28.5,1009.0,20.0
Art Center College of Design,Pasadena,California,4-year,Private not-for-profit,Schools of art- music- and design,no,no,1767,16.9,22.4,22.5,178804,125902,101725,84.8,2072,1059.8893044128647,11688.0,29713.0,30.7,64.4,36.9,80.4,24.9,74,114,69.3,101.0,20.0
Azusa Pacific University,Azusa,California,4-year,Private not-for-profit,Doctoral/Research Universities,no,no,6543,24.2,22.4,22.5,75475,125902,101725,86.9,6038,1098.0,12979.0,6604.0,47.1,64.9,28.6,82.3,43.1,74,79,59.4,848.0,20.0
Bakersfield College,Bakersfield,California,2-year,Public,Associates--Public Urban-serving Multicampus,no,no,17770,9.2,12.8,16.5,47458,44144,37780,31.6,10325,1059.8893044128647,2947.0,32544.04606112785,5.9,17.5,39.0,71.3,53.7,113,125,31.4,1569.0,20.0
Barstow Community College,Barstow,California,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,3211,13.2,12.8,16.5,65575,44144,37780,36.5,2120,1059.8893044128647,3225.0,179.0,6.7,17.2,49.4,53.7,25.7,113,106,20.8,163.0,20.0
Bethesda Christian University,Anaheim,California,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,259,25.1,22.4,22.5,16556,125902,101725,78.8,217,1059.8893044128647,4692.0,32544.04606112785,65.2,78.3,75.0,92.9,12.0,74,106,56.8,46.0,20.0
Biola University,La Mirada,California,4-year,Private not-for-profit,Doctoral/Research Universities,no,no,4331,20.6,22.4,22.5,80607,125902,101725,96.6,4274,1123.0,23604.0,17473.0,48.8,68.2,31.0,85.0,54.7,74,79,75.6,789.0,20.0
Brooks Institute,Santa Barbara,California,4-year,Private for-profit,Schools of art- music- and design,no,no,492,20.9,23.2,24.6,96406,53245,38763,78.3,745,1059.8893044128647,5507.0,32544.04606112785,35.3,36.5,42.8,77.3,40.5,64,114,46.8,156.0,20.0
Bryan College at Los Angeles,Los Angeles,California,4-year,Private for-profit,Associates--Private For-profit,no,no,879,9.1,23.2,24.6,90616,53245,38763,100.0,1585,1059.8893044128647,5700.0,32544.04606112785,28.36446495529276,42.40758580905681,58.9,66.23185289957567,41.7,64,517,87.5,658.3060282665128,20.0
Butte College,Oroville,California,2-year,Public,Associates--Public Rural-serving Large,no,no,12163,17.4,12.8,16.5,26760,44144,37780,47.8,8649,1059.8893044128647,3653.0,244.0,10.7,28.6,49.3,70.4,26.4,113,128,35.1,1199.0,20.0
Cabrillo College,Aptos,California,2-year,Public,Associates--Public Rural-serving Large,no,no,13666,15.8,12.8,16.5,48829,44144,37780,33.8,7729,1059.8893044128647,2696.0,2168.0,6.8,27.4,24.8,74.0,37.0,113,128,30.7,857.0,20.0
California Baptist University,Riverside,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,5797,18.7,22.4,22.5,79053,125902,101725,87.7,5056,984.0,12018.0,2304.0,40.9,58.1,47.8,76.8,46.3,74,386,58.8,489.0,20.0
California College of the Arts,San Francisco,California,4-year,Private not-for-profit,Schools of art- music- and design,no,no,1502,18.8,22.4,22.5,110420,125902,101725,93.9,1434,1059.8893044128647,17703.0,16075.0,31.2,61.8,32.4,81.9,15.6,74,114,99.5,186.0,20.0
California Institute of Technology,Pasadena,California,4-year,Private not-for-profit,Research Universities--very high research activity,no,no,977,24.8,22.4,22.5,598908,125902,101725,100.0,978,1534.0,29314.0,872856.0,82.3,93.1,10.6,96.6,97.6,74,106,96.7,231.0,20.0
California Lutheran University,Thousand Oaks,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,2888,25.2,22.4,22.5,55699,125902,101725,94.1,2812,1108.0,14864.0,14701.0,61.3,70.0,25.8,84.8,40.8,74,386,99.3,424.0,20.0
California Polytechnic State University at San Luis Obispo,San Luis Obispo,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,18739,20.7,25.0,21.5,80134,79310,66436,96.4,16661,1242.0,7499.0,10629.0,29.0,69.7,19.8,92.5,68.5,32,386,83.0,4419.0,20.0
Alliant International University-San Diego,San Diego,California,4-year,Private not-for-profit,Doctoral/Research Universities,no,no,917,33.5,22.4,22.5,60123,125902,101725,19.5,227,1059.8893044128647,6587.0,414.0,28.36446495529276,42.40758580905681,32.3,75.0,79.4,74,79,57.67591933570581,658.3060282665128,20.0
California State University at Bakersfield,Bakersfield,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,7350,21.7,25.0,21.5,52362,79310,66436,88.7,6915,901.0,11089.0,2668.0,15.0,39.5,58.4,74.4,65.1,32,386,52.9,859.0,20.0
California State University-Stanislaus,Turlock,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,7754,24.6,25.0,21.5,54098,79310,66436,84.4,6243,917.0,9087.0,1455.0,18.2,52.0,57.7,87.2,56.3,32,386,45.8,910.0,20.0
California State University at San Bernardino,San Bernardino,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,16191,22.0,25.0,21.5,50514,79310,66436,88.3,14586,888.0,9354.0,1353.0,9.4,41.1,58.0,88.8,50.5,32,386,47.2,1656.0,20.0
California State Polytechnic University at Pomona,Pomona,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,20952,23.9,25.0,21.5,50007,79310,66436,87.9,17439,1070.0,8932.0,3819.0,10.0,52.4,44.0,90.0,48.8,32,386,68.0,3414.0,20.0
California State University at Chico,Chico,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,15290,25.2,25.0,21.5,47231,79310,66436,92.9,14249,1014.0,9124.0,2401.0,16.9,56.1,38.9,86.6,52.8,32,386,61.5,2710.0,20.0
California State University-Dominguez Hills,Carson,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,12481,26.0,25.0,21.5,38497,79310,66436,68.7,8683,845.0,8895.0,1234.0,3.8,29.4,58.6,79.3,38.8,32,386,40.7,913.0,20.0
California State University at Fresno,Fresno,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,20295,21.1,25.0,21.5,50402,79310,66436,86.6,17363,920.0,9343.0,7161.0,13.7,48.6,54.1,83.2,51.8,32,386,57.4,2552.0,20.0
California State University at Fullerton,Fullerton,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,33116,26.9,25.0,21.5,40380,79310,66436,80.6,26806,1021.0,8616.0,1476.0,13.6,53.5,40.6,88.5,46.2,32,386,49.4,4040.0,20.0
California State University-East Bay,Hayward,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,12146,25.8,25.0,21.5,47531,79310,66436,86.8,11053,910.0,9038.0,825.0,10.8,38.1,44.3,77.5,41.6,32,386,35.3,1032.0,20.0
California State University at Long Beach,Long Beach,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,30593,26.1,25.0,21.5,41585,79310,66436,84.4,25679,1012.0,8779.0,1788.0,14.1,60.3,47.3,88.8,50.3,32,386,53.9,4134.0,20.0
California State University at Los Angeles,Los Angeles,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,19589,22.9,25.0,21.5,44071,79310,66436,83.1,15805,871.0,9061.0,989.0,6.7,35.7,64.5,82.1,50.0,32,386,40.6,1767.0,20.0
California State University at Northridge,Northridge,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,33771,27.2,25.0,21.5,42587,79310,66436,83.5,25175,918.0,9439.0,2387.0,13.2,45.8,48.5,78.2,46.0,32,386,48.4,3978.0,20.0
California State University at Sacramento,Sacramento,California,4-year,Public,Masters Colleges and Universities--larger programs,no,no,26094,25.3,25.0,21.5,43410,79310,66436,80.8,20490,945.0,8939.0,1303.0,8.2,42.9,50.5,82.5,48.9,32,386,38.9,2357.0,20.0
